id_lectura,estacion,presion,unidad,temporada
LEC-0937,Est. Selva,1018.16,hPa,Transición Otoño-Invierno
LEC-0938,Est. Istmo,30.45,inHg,Transición Primavera-Verano
LEC-0939,Est. Valle
LEC-0940,Est. Montaña,965.24,hPa,Temporada de lluvias
LEC-0941,Est. Cañón,28.89,inHg,Transición Otoño-Invierno
LEC-0942,Est. Sur,1003.05,hPa,Otoño
LEC-0943,Est. Planicie,1041.88,hPa,Temporada de lluvias
LEC-0944,Est. Sierra,30.73,,Invierno
LEC-0945,Est. Sierra,30.02,inHg,Temporada de lluvias
LEC-0946,Est. Volcán,29.82,inHg,Invierno
LEC-0947,Est. Pradera,1033.49,hPa,Verano
LEC-0948,Est. Poniente,1047.4,?,Otoño
LEC-0949,Est. Volcán,988.27,hPa,Primavera
LEC-0950,Est. Volcán,998.01,hPa,Transición Primavera-Verano
LEC-0951,Est. Sierra,1003.98,hPa,Verano
LEC-0952,Est. Bosque,984.96,hPa,Transición Otoño-Invierno
LEC-0953,Est. Poniente,28.75,inHg,Otoño
LEC-0954,Est. Oriente,980.67,hPa,Primavera
LEC-0955,Est. Bosque,29.32,inHg,Canícula
LEC-0956,Est. Selva,N/A,hPa,Temporada de lluvias
LEC-0957,Est. Volcán,1015.97,hPa,Transición Otoño-Invierno
LEC-0958,Est. Valle,28.93,inHg,Transición Primavera-Verano
LEC-0959,Est. Sur,29.63,inHg,Otoño
LEC-0960,Est. Valle,1048.62,hPa,Temporada de lluvias
LEC-0961,Est. Sierra,30.16,inHg,Otoño
LEC-0962,Est. Volcán,998.17,hPa,Canícula
LEC-0963,Est. Oriente,1039.83,hPa,Otoño
LEC-0964,Est. Península,29.36,inHg,Primavera,dato_extra,6
LEC-0965,Est. Meseta,30.76,inHg,Verano
LEC-0966,Est. Sierra,28.62,inHg,Canícula
LEC-0967,Est. Desierto,1014.9,hPa,Transición Primavera-Verano
LEC-0968,Est. Poniente,1022.75,hPa,Invierno
LEC-0969,Est. Centro,973.54,hPa,Transición Otoño-Invierno
LEC-0970,Est. Valle,29.73,inHg,Primavera
LEC-0971,Est. Sierra,987.51,hPa,Transición Otoño-Invierno

LEC-0973,Est. Volcán,981.08,hPa,Verano
LEC-0974,Est. Poniente,28.73,inHg,Primavera
LEC-0975,Est. Río,995.37,hPa,Verano

LEC-0977,Est. Montaña,29.55,inHg,Invierno
LEC-0978,Est. Istmo,error,hPa,Primavera
LEC-0979,Est. Cañón,1016.38,hPa,Invierno
LEC-0980,Est. Volcán,30.53,inHg,Transición Otoño-Invierno
LEC-0981,Est. Manglar,28.64,inHg,Otoño
LEC-0982,Est. Bahía,1001.41,hPa,Canícula
LEC-0983,Est. Península,29.12,inHg,Canícula
LEC-0984,Est. Costa,30.64,inHg,Primavera,dato_extra,8
LEC-0985,Est. Valle,990.49,hPa,Invierno
LEC-0986,Est. Altiplano
LEC-0987,Est. Sur,1027.82,hPa,Invierno
LEC-0988,Est. Centro,28.86,inHg,Primavera
LEC-0989,Est. Oriente,28.69,inHg,Verano
LEC-0990,Est. Sur,29.69,inHg,Canícula
LEC-0991,Est. Selva,28.63,inHg,Verano
LEC-0992,Est. Poniente,967.3,hPa,Primavera
LEC-0993,Est. Poniente,30.48,inHg,Transición Otoño-Invierno
LEC-0994,Est. Istmo,30.92,inHg,Verano
LEC-0995,Est. Sur,1036.32,hPa,Transición Otoño-Invierno
LEC-0996,Est. Montaña,30.44,inHg,Transición Primavera-Verano
LEC-0997,Est. Península,29.68,inHg,Primavera
LEC-0998,Est. Costa,30.59,inHg,Transición Otoño-Invierno
LEC-0999,Est. Bosque,1027.9,hPa,Canícula
LEC-1000,Est. Cañón,29.32,inHg,Transición Primavera-Verano
