id_lectura,estacion,temporada,presion_hpa,nivel_presion
LEC-0959,Est. Sur,Otoño,1003.4,Baja
LEC-0960,Est. Valle,Temporada de lluvias,1048.6,Muy alta
LEC-0961,Est. Sierra,Otoño,1021.3,Alta
LEC-0962,Est. Volcán,Canícula,998.2,Baja
LEC-0963,Est. Oriente,Otoño,1039.8,Muy alta
LEC-0965,Est. Meseta,Verano,1041.7,Muy alta
LEC-0966,Est. Sierra,Canícula,969.2,Muy baja
LEC-0967,Est. Desierto,Transición Primavera-Verano,1014.9,Normal
LEC-0968,Est. Poniente,Invierno,1022.8,Alta
LEC-0969,Est. Centro,Transición Otoño-Invierno,973.5,Muy baja
LEC-0970,Est. Valle,Primavera,1006.8,Baja
LEC-0971,Est. Sierra,Transición Otoño-Invierno,987.5,Muy baja
LEC-0973,Est. Volcán,Verano,981.1,Muy baja
LEC-0974,Est. Poniente,Primavera,972.9,Muy baja
LEC-0975,Est. Río,Verano,995.4,Muy baja
LEC-0977,Est. Montaña,Invierno,1000.7,Baja
LEC-0979,Est. Cañón,Invierno,1016.4,Normal
LEC-0980,Est. Volcán,Transición Otoño-Invierno,1033.9,Muy alta
LEC-0981,Est. Manglar,Otoño,969.9,Muy baja
LEC-0982,Est. Bahía,Canícula,1001.4,Baja
LEC-0983,Est. Península,Canícula,986.1,Muy baja
LEC-0985,Est. Valle,Invierno,990.5,Muy baja
LEC-0987,Est. Sur,Invierno,1027.8,Alta
LEC-0988,Est. Centro,Primavera,977.3,Muy baja
LEC-0989,Est. Oriente,Verano,971.6,Muy baja
LEC-0990,Est. Sur,Canícula,1005.4,Baja
LEC-0991,Est. Selva,Verano,969.5,Muy baja
LEC-0992,Est. Poniente,Primavera,967.3,Muy baja
LEC-0993,Est. Poniente,Transición Otoño-Invierno,1032.2,Muy alta
LEC-0994,Est. Istmo,Verano,1047.1,Muy alta
LEC-0995,Est. Sur,Transición Otoño-Invierno,1036.3,Muy alta
LEC-0996,Est. Montaña,Transición Primavera-Verano,1030.8,Alta
LEC-0997,Est. Península,Primavera,1005.1,Baja
LEC-0998,Est. Costa,Transición Otoño-Invierno,1035.9,Muy alta
LEC-0999,Est. Bosque,Canícula,1027.9,Alta
LEC-1000,Est. Cañón,Transición Primavera-Verano,992.9,Muy baja
